monotonic_s,ms_local,replay_index,f_target_hz,f_Vb,Va_rms,Vb_rms,Vc_rms,Ib_rms,Ic_rms
129.860,297295,54,49.272000,49.2587,0.9342,0.7729,0.9125,0.5489,0.6546
129.880,297315,54,49.272000,49.3303,0.9395,0.7717,0.9188,0.5483,0.6611
129.900,297335,54,49.272000,49.3303,0.9499,0.7733,0.9266,0.5488,0.6673
129.920,297355,54,49.272000,49.3255,0.9570,0.7749,0.9332,0.5473,0.6728
129.940,297375,54,49.272000,49.1872,0.9648,0.7743,0.9422,0.5470,0.6779
129.960,297395,54,49.272000,49.1582,0.9702,0.7723,0.9486,0.5470,0.6827
129.980,297415,54,49.272000,49.2247,0.9757,0.7767,0.9584,0.5465,0.6883
130.000,297435,55,49.274000,49.2247,0.9795,0.7788,0.9619,0.5455,0.6911
130.020,297455,55,49.274000,49.3778,0.9831,0.7782,0.9655,0.5448,0.6946
130.040,297475,55,49.274000,49.3778,0.9851,0.7784,0.9693,0.5440,0.6969
130.060,297495,55,49.274000,49.2805,0.9875,0.7682,0.9723,0.5434,0.6983
130.080,297515,55,49.274000,49.2732,0.9882,0.7730,0.9730,0.5429,0.6983
130.100,297535,55,49.274000,49.2805,0.9880,0.7718,0.9730,0.5419,0.6976
130.120,297555,55,49.274000,49.2805,0.9886,0.7703,0.9722,0.5420,0.6971
130.140,297575,55,49.274000,49.3498,0.9886,0.7715,0.9718,0.5416,0.6961
130.160,297595,55,49.274000,49.3864,0.9885,0.7789,0.9715,0.5404,0.6955
130.180,297615,55,49.274000,49.3036,0.9882,0.7772,0.9705,0.5411,0.6950
130.200,297635,55,49.274000,49.3413,0.9885,0.7678,0.9701,0.5406,0.6938
130.220,297655,55,49.274000,49.3413,0.9887,0.7658,0.9703,0.5414,0.6934
130.240,297675,55,49.274000,49.2623,0.9884,0.7654,0.9698,0.5423,0.6932
130.260,297695,55,49.274000,49.2138,0.9886,0.7627,0.9698,0.5420,0.6923
130.280,297715,55,49.274000,49.3657,0.9885,0.7610,0.9695,0.5418,0.6921
130.300,297735,55,49.274000,49.2635,0.9887,0.7663,0.9687,0.5426,0.6911
130.320,297755,55,49.274000,49.2005,0.9882,0.7684,0.9689,0.5438,0.6909
130.340,297775,55,49.274000,49.2647,0.9885,0.7716,0.9685,0.5440,0.6903
130.360,297795,55,49.274000,49.2647,0.9881,0.7709,0.9684,0.5458,0.6903
130.380,297815,55,49.274000,49.3376,0.9881,0.7611,0.9678,0.5461,0.6896
130.400,297835,55,49.274000,49.3376,0.9883,0.7576,0.9678,0.5460,0.6890
130.420,297855,55,49.274000,49.3194,0.9884,0.7639,0.9669,0.5469,0.6879
130.440,297875,55,49.274000,49.2538,0.9879,0.7639,0.9662,0.5481,0.6870
130.460,297895,55,49.274000,49.1872,0.9862,0.7656,0.9645,0.5480,0.6851
130.480,297915,55,49.274000,49.2102,0.9838,0.7709,0.9614,0.5495,0.6820
130.500,297935,55,49.274000,49.2283,0.9800,0.7722,0.9573,0.5492,0.6772
130.520,297955,55,49.274000,49.3109,0.9755,0.7712,0.9498,0.5497,0.6724
130.540,297975,55,49.274000,49.3109,0.9704,0.7724,0.9439,0.5496,0.6674
130.560,297995,55,49.274000,49.3413,0.9653,0.7657,0.9369,0.5486,0.6616
130.580,298015,55,49.274000,49.3157,0.9593,0.7648,0.9309,0.5495,0.6567
130.600,298035,55,49.274000,49.2526,0.9546,0.7730,0.9254,0.5493,0.6505
130.620,298055,55,49.274000,49.2174,0.9467,0.7751,0.9194,0.5495,0.6441
130.640,298075,55,49.274000,49.3340,0.9408,0.7740,0.9129,0.5475,0.6389
130.660,298095,55,49.274000,49.3376,0.9313,0.7808,0.9038,0.5483,0.6326
130.680,298115,55,49.274000,49.2781,0.9250,0.7806,0.8973,0.5469,0.6271
130.700,298135,55,49.274000,49.3462,0.9174,0.7721,0.8869,0.5464,0.6207
130.720,298155,55,49.274000,49.2805,0.9112,0.7741,0.8804,0.5449,0.6156
130.740,298175,55,49.274000,49.2102,0.9060,0.7743,0.8718,0.5448,0.6092
130.760,298195,55,49.274000,49.2805,0.9005,0.7732,0.8664,0.5442,0.6044
130.780,298215,55,49.274000,49.3632,0.8961,0.7721,0.8606,0.5434,0.6003
130.800,298235,55,49.274000,49.1836,0.8915,0.7765,0.8568,0.5420,0.5960
130.820,298255,55,49.274000,49.1836,0.8880,0.7751,0.8525,0.5412,0.5921
130.840,298275,55,49.274000,49.1836,0.8824,0.7778,0.8489,0.5408,0.5883
130.860,298295,55,49.274000,49.2562,0.8786,0.7766,0.8455,0.5403,0.5859
130.880,298315,55,49.274000,49.3620,0.8746,0.7669,0.8401,0.5401,0.5835
130.900,298335,55,49.274000,49.3401,0.8724,0.7669,0.8375,0.5388,0.5824
130.920,298355,55,49.274000,49.3401,0.8704,0.7699,0.8335,0.5395,0.5804
130.940,298375,55,49.274000,49.3303,0.8686,0.7675,0.8323,0.5398,0.5797
130.960,298395,55,49.274000,49.1884,0.8667,0.7669,0.8306,0.5405,0.5790
130.980,298415,55,49.274000,49.1630,0.8661,0.7657,0.8305,0.5401,0.5806
131.000,298435,56,49.225000,49.2187,0.8663,0.7667,0.8300,0.5412,0.5813
131.020,298455,56,49.225000,49.2187,0.8656,0.7647,0.8313,0.5420,0.5827
131.040,298475,56,49.225000,49.2999,0.8674,0.7637,0.8327,0.5421,0.5846
131.060,298495,56,49.225000,49.2999,0.8704,0.7577,0.8357,0.5429,0.5869
131.080,298515,56,49.225000,49.3364,0.8715,0.7574,0.8383,0.5439,0.5918
131.100,298535,56,49.225000,49.2526,0.8760,0.7625,0.8412,0.5445,0.5948
131.120,298555,56,49.225000,49.2526,0.8805,0.7630,0.8465,0.5457,0.5996
131.140,298575,56,49.225000,49.3072,0.8847,0.7630,0.8543,0.5449,0.6027
131.160,298595,56,49.225000,49.3218,0.8896,0.7640,0.8604,0.5464,0.6099
131.180,298615,56,49.225000,49.3364,0.8948,0.7717,0.8671,0.5469,0.6148
131.200,298635,56,49.225000,49.2805,0.9004,0.7659,0.8742,0.5480,0.6206
131.220,298655,56,49.225000,49.3401,0.9064,0.7653,0.8810,0.5474,0.6265
131.240,298675,56,49.225000,49.2599,0.9148,0.7690,0.8869,0.5482,0.6327
131.260,298695,56,49.225000,49.2599,0.9185,0.7669,0.8926,0.5490,0.6389
131.280,298715,56,49.225000,49.3291,0.9259,0.7661,0.8991,0.5486,0.6452
131.300,298735,56,49.225000,49.3705,0.9320,0.7677,0.9072,0.5486,0.6513
131.320,298755,56,49.225000,49.2756,0.9377,0.7733,0.9170,0.5487,0.6576
131.340,298775,56,49.225000,49.2114,0.9442,0.7742,0.9248,0.5488,0.6647
131.360,298795,56,49.225000,49.2635,0.9510,0.7771,0.9315,0.5483,0.6700
131.380,298815,56,49.225000,49.2635,0.9579,0.7773,0.9384,0.5466,0.6753
131.400,298835,56,49.225000,49.3218,0.9652,0.7731,0.9460,0.5469,0.6803
131.420,298855,56,49.225000,49.3291,0.9741,0.7754,0.9524,0.5461,0.6857
131.440,298875,56,49.225000,49.3291,0.9761,0.7750,0.9578,0.5459,0.6894
131.460,298895,56,49.225000,49.2999,0.9824,0.7747,0.9616,0.5447,0.6928
131.480,298915,56,49.225000,49.2053,0.9847,0.7728,0.9659,0.5450,0.6959
131.500,298935,56,49.225000,49.2053,0.9867,0.7781,0.9718,0.5439,0.6985
131.520,298955,56,49.225000,49.2053,0.9876,0.7788,0.9725,0.5428,0.6982
131.540,298975,56,49.225000,49.3632,0.9884,0.7779,0.9735,0.5419,0.6984
131.560,298995,56,49.225000,49.3632,0.9881,0.7726,0.9729,0.5419,0.6974
131.580,299015,56,49.225000,49.3303,0.9885,0.7666,0.9724,0.5411,0.6967
131.600,299035,56,49.225000,49.3012,0.9884,0.7689,0.9721,0.5418,0.6966
131.620,299055,56,49.225000,49.2829,0.9884,0.7670,0.9715,0.5415,0.6957
131.640,299075,56,49.225000,49.2308,0.9879,0.7673,0.9711,0.5415,0.6954
131.660,299095,56,49.225000,49.3255,0.9877,0.7686,0.9710,0.5413,0.6942
131.680,299115,56,49.225000,49.3632,0.9881,0.7759,0.9707,0.5410,0.6938
131.700,299135,56,49.225000,49.2914,0.9885,0.7740,0.9700,0.5426,0.6934
131.720,299155,56,49.225000,49.3437,0.9884,0.7653,0.9694,0.5423,0.6922
131.740,299175,56,49.225000,49.3437,0.9886,0.7602,0.9697,0.5431,0.6920
131.760,299195,56,49.225000,49.2550,0.9884,0.7656,0.9691,0.5437,0.6915
131.780,299215,56,49.225000,49.2138,0.9886,0.7595,0.9687,0.5444,0.6910
131.800,299235,56,49.225000,49.3754,0.9887,0.7603,0.9689,0.5450,0.6901
131.820,299255,56,49.225000,49.2927,0.9886,0.7671,0.9683,0.5447,0.6901
131.840,299275,56,49.225000,49.2199,0.9885,0.7683,0.9677,0.5464,0.6896
131.860,299295,56,49.225000,49.2684,0.9884,0.7713,0.9669,0.5474,0.6895
131.880,299315,56,49.225000,49.2684,0.9880,0.7706,0.9667,0.5479,0.6884
131.900,299335,56,49.225000,49.3340,0.9871,0.7615,0.9650,0.5493,0.6861
131.920,299355,56,49.225000,49.3340,0.9852,0.7582,0.9623,0.5481,0.6841
131.940,299375,56,49.225000,49.3827,0.9836,0.7668,0.9592,0.5485,0.6795
131.960,299395,56,49.225000,49.3376,0.9787,0.7685,0.9535,0.5491,0.6752
131.980,299415,56,49.225000,49.1896,0.9732,0.7695,0.9479,0.5499,0.6703
132.000,299435,57,49.205000,49.2199,0.9658,0.7750,0.9409,0.5499,0.6641
132.020,299455,57,49.205000,49.2199,0.9611,0.7755,0.9353,0.5492,0.6589
132.040,299475,57,49.205000,49.3084,0.9557,0.7750,0.9278,0.5497,0.6531
132.060,299495,57,49.205000,49.3084,0.9497,0.7736,0.9221,0.5486,0.6473
132.080,299515,57,49.205000,49.3279,0.9435,0.7685,0.9127,0.5484,0.6411
132.100,299535,57,49.205000,49.3048,0.9358,0.7706,0.9057,0.5484,0.6348
132.120,299555,57,49.205000,49.2453,0.9293,0.7746,0.8986,0.5469,0.6292
132.140,299575,57,49.205000,49.2878,0.9212,0.7765,0.8915,0.5462,0.6233
132.160,299595,57,49.205000,49.3145,0.9150,0.7748,0.8833,0.5454,0.6170
132.180,299615,57,49.205000,49.3145,0.9071,0.7823,0.8768,0.5445,0.6112
132.200,299635,57,49.205000,49.1449,0.9021,0.7814,0.8706,0.5442,0.6067
132.220,299655,57,49.205000,49.2102,0.8964,0.7723,0.8639,0.5429,0.6025
132.240,299675,57,49.205000,49.2102,0.8926,0.7709,0.8593,0.5425,0.5975
132.260,299695,57,49.205000,49.2102,0.8887,0.7726,0.8532,0.5410,0.5937
132.280,299715,57,49.205000,49.2829,0.8856,0.7730,0.8494,0.5419,0.5903
132.300,299735,57,49.205000,49.3048,0.8816,0.7688,0.8456,0.5407,0.5864
132.320,299755,57,49.205000,49.3657,0.8769,0.7722,0.8421,0.5406,0.5847
132.340,299775,57,49.205000,49.2720,0.8742,0.7715,0.8385,0.5395,0.5829
132.360,299795,57,49.205000,49.2090,0.8701,0.7732,0.8365,0.5402,0.5808
132.380,299815,57,49.205000,49.2672,0.8689,0.7730,0.8341,0.5394,0.5806
132.400,299835,57,49.205000,49.2672,0.8670,0.7620,0.8318,0.5395,0.5795
132.420,299855,57,49.205000,49.3352,0.8660,0.7629,0.8305,0.5402,0.5797
132.440,299875,57,49.205000,49.3717,0.8659,0.7662,0.8285,0.5409,0.5808
132.460,299895,57,49.205000,49.3852,0.8667,0.7648,0.8293,0.5413,0.5821
132.480,299915,57,49.205000,49.2526,0.8670,0.7645,0.8320,0.5419,0.5838
132.500,299935,57,49.205000,49.1957,0.8688,0.7628,0.8346,0.5429,0.5866
132.520,299955,57,49.205000,49.2320,0.8712,0.7674,0.8373,0.5436,0.5895
132.540,299975,57,49.205000,49.2320,0.8736,0.7645,0.8413,0.5440,0.5935
132.560,299995,57,49.205000,49.3109,0.8769,0.7653,0.8456,0.5444,0.5976
132.580,300015,57,49.205000,49.3109,0.8825,0.7599,0.8510,0.5463,0.6019
132.600,300035,57,49.205000,49.3279,0.8879,0.7598,0.8563,0.5465,0.6063
132.620,300055,57,49.205000,49.2453,0.8941,0.7628,0.8630,0.5473,0.6124
132.640,300075,57,49.205000,49.2453,0.9000,0.7639,0.8680,0.5479,0.6181
132.660,300095,57,49.205000,49.2854,0.9054,0.7650,0.8799,0.5476,0.6240
132.680,300115,57,49.205000,49.3121,0.9104,0.7675,0.8858,0.5481,0.6301
132.700,300135,57,49.205000,49.3462,0.9157,0.7751,0.8918,0.5482,0.6370
132.720,300155,57,49.205000,49.2793,0.9212,0.7721,0.8979,0.5485,0.6422
132.740,300175,57,49.205000,49.3267,0.9269,0.7699,0.9045,0.5487,0.6487
132.760,300195,57,49.205000,49.2599,0.9350,0.7718,0.9114,0.5483,0.6551
132.780,300215,57,49.205000,49.2599,0.9427,0.7754,0.9185,0.5485,0.6620
132.800,300235,57,49.205000,49.3316,0.9503,0.7720,0.9294,0.5482,0.6678
132.820,300255,57,49.205000,49.3778,0.9577,0.7753,0.9392,0.5489,0.6753
132.840,300275,57,49.205000,49.3559,0.9643,0.7733,0.9465,0.5476,0.6810
132.860,300295,57,49.205000,49.3559,0.9743,0.7734,0.9528,0.5471,0.6859
132.880,300315,57,49.205000,49.3559,0.9783,0.7726,0.9581,0.5464,0.6921
132.900,300335,57,49.205000,49.3437,0.9826,0.7818,0.9658,0.5456,0.6955
132.920,300355,57,49.205000,49.1908,0.9840,0.7797,0.9696,0.5447,0.6976
132.940,300375,57,49.205000,49.1739,0.9875,0.7723,0.9727,0.5438,0.6989
132.960,300395,57,49.205000,49.1739,0.9880,0.7797,0.9740,0.5427,0.6992
132.980,300415,57,49.205000,49.1957,0.9883,0.7784,0.9733,0.5426,0.6988
133.000,300435,58,49.197000,49.2053,0.9883,0.7700,0.9727,0.5409,0.6977
133.020,300455,58,49.197000,49.2235,0.9884,0.7706,0.9725,0.5410,0.6974
133.040,300475,58,49.197000,49.2102,0.9882,0.7753,0.9720,0.5422,0.6964
133.060,300495,58,49.197000,49.1957,0.9878,0.7645,0.9715,0.5412,0.6950
133.080,300515,58,49.197000,49.1969,0.9880,0.7637,0.9711,0.5419,0.6951
133.100,300535,58,49.197000,49.1775,0.9881,0.7649,0.9707,0.5414,0.6941
133.120,300555,58,49.197000,49.1751,0.9884,0.7712,0.9707,0.5416,0.6934
133.140,300575,58,49.197000,49.2187,0.9885,0.7580,0.9701,0.5430,0.6930
133.160,300595,58,49.197000,49.1376,0.9882,0.7614,0.9694,0.5435,0.6929
133.180,300615,58,49.197000,49.1497,0.9886,0.7707,0.9692,0.5448,0.6914
133.200,300635,58,49.197000,49.2696,0.9885,0.7651,0.9692,0.5461,0.6917
133.220,300655,58,49.197000,49.0942,0.9883,0.7614,0.9686,0.5465,0.6910
133.240,300675,58,49.197000,49.1075,0.9883,0.7677,0.9686,0.5480,0.6907
133.260,300695,58,49.197000,49.2453,0.9882,0.7718,0.9683,0.5484,0.6899
133.280,300715,58,49.197000,49.2223,0.9873,0.7601,0.9665,0.5486,0.6882
133.300,300735,58,49.197000,49.2223,0.9849,0.7617,0.9646,0.5491,0.6845
133.320,300755,58,49.197000,49.3961,0.9813,0.7710,0.9603,0.5491,0.6802
133.340,300775,58,49.197000,49.3766,0.9768,0.7677,0.9511,0.5508,0.6745
133.360,300795,58,49.197000,49.1775,0.9706,0.7622,0.9447,0.5507,0.6687
133.380,300815,58,49.197000,49.3766,0.9646,0.7718,0.9388,0.5499,0.6630
133.400,300835,58,49.197000,49.3559,0.9568,0.7791,0.9312,0.5507,0.6561
133.420,300855,58,49.197000,49.1799,0.9505,0.7713,0.9229,0.5497,0.6491
133.440,300875,58,49.197000,49.1944,0.9445,0.7743,0.9148,0.5488,0.6425
133.460,300895,58,49.197000,49.1896,0.9337,0.7807,0.9068,0.5486,0.6348
133.480,300915,58,49.197000,49.1751,0.9258,0.7813,0.8987,0.5477,0.6284
133.500,300935,58,49.197000,49.1787,0.9179,0.7702,0.8858,0.5467,0.6216
133.520,300955,58,49.197000,49.2126,0.9116,0.7788,0.8791,0.5453,0.6153
133.540,300975,58,49.197000,49.1376,0.9050,0.7801,0.8736,0.5448,0.6087
133.560,300995,58,49.197000,49.1111,0.8978,0.7707,0.8653,0.5440,0.6038
133.580,301015,58,49.197000,49.2053,0.8940,0.7716,0.8595,0.5424,0.5984
133.600,301035,58,49.197000,49.2053,0.8901,0.7737,0.8547,0.5417,0.5946
133.620,301055,58,49.197000,49.1400,0.8833,0.7757,0.8506,0.5406,0.5903
133.640,301075,58,49.197000,49.2453,0.8795,0.7680,0.8455,0.5405,0.5868
133.660,301095,58,49.197000,49.2283,0.8760,0.7713,0.8402,0.5403,0.5837
133.680,301115,58,49.197000,49.1123,0.8727,0.7731,0.8377,0.5406,0.5823
133.700,301135,58,49.197000,49.2441,0.8696,0.7690,0.8350,0.5398,0.5814
133.720,301155,58,49.197000,49.1316,0.8677,0.7673,0.8314,0.5397,0.5797
133.740,301175,58,49.197000,49.0978,0.8674,0.7663,0.8305,0.5406,0.5807
133.760,301195,58,49.197000,49.1376,0.8670,0.7680,0.8313,0.5406,0.5821
133.780,301215,58,49.197000,49.0858,0.8667,0.7579,0.8318,0.5417,0.5835
133.800,301235,58,49.197000,49.1026,0.8699,0.7656,0.8334,0.5428,0.5859
133.820,301255,58,49.197000,49.2102,0.8722,0.7621,0.8377,0.5440,0.5899
133.840,301275,58,49.197000,49.3596,0.8750,0.7588,0.8421,0.5442,0.5937
133.860,301295,58,49.197000,49.3364,0.8793,0.7592,0.8463,0.5452,0.5980
133.880,301315,58,49.197000,49.3766,0.8860,0.7612,0.8526,0.5465,0.6032
133.900,301335,58,49.197000,49.3839,0.8909,0.7633,0.8617,0.5471,0.6096
133.920,301355,58,49.197000,49.2817,0.8963,0.7655,0.8683,0.5478,0.6153
133.940,301375,58,49.197000,49.1944,0.9063,0.7680,0.8760,0.5492,0.6223
133.960,301395,58,49.197000,49.2162,0.9116,0.7646,0.8840,0.5496,0.6291
133.980,301415,58,49.197000,49.1727,0.9166,0.7729,0.8922,0.5490,0.6361
134.000,301435,59,49.173000,49.1727,0.9246,0.7697,0.8992,0.5494,0.6433
134.020,301455,59,49.173000,49.2090,0.9328,0.7727,0.9053,0.5495,0.6508
134.040,301475,59,49.173000,49.1763,0.9393,0.7714,0.9180,0.5498,0.6580
134.060,301495,59,49.173000,49.1908,0.9458,0.7746,0.9257,0.5489,0.6647
134.080,301515,59,49.173000,49.2211,0.9535,0.7726,0.9336,0.5484,0.6721
134.100,301535,59,49.173000,49.1690,0.9648,0.7737,0.9412,0.5485,0.6787
134.120,301555,59,49.173000,49.1425,0.9706,0.7746,0.9528,0.5479,0.6839
134.140,301575,59,49.173000,49.1642,0.9756,0.7774,0.9577,0.5465,0.6889
134.160,301595,59,49.173000,49.1642,0.9826,0.7743,0.9624,0.5462,0.6934
134.180,301615,59,49.173000,49.1207,0.9850,0.7721,0.9660,0.5444,0.6958
134.200,301635,59,49.173000,49.1811,0.9873,0.7801,0.9730,0.5439,0.6988
134.220,301655,59,49.173000,49.1811,0.9879,0.7794,0.9729,0.5434,0.6983
134.240,301675,59,49.173000,49.1811,0.9886,0.7721,0.9734,0.5426,0.6976
134.260,301695,59,49.173000,49.1811,0.9883,0.7738,0.9726,0.5418,0.6970
134.280,301715,59,49.173000,49.3974,0.9883,0.7787,0.9721,0.5417,0.6962
134.300,301735,59,49.173000,49.2017,0.9886,0.7692,0.9711,0.5416,0.6958
134.320,301755,59,49.173000,49.0713,0.9883,0.7659,0.9716,0.5411,0.6952
134.340,301775,59,49.173000,49.3571,0.9884,0.7717,0.9707,0.5410,0.6946
134.360,301795,59,49.173000,49.3474,0.9883,0.7690,0.9701,0.5420,0.6939
134.380,301815,59,49.173000,49.2441,0.9884,0.7579,0.9696,0.5416,0.6934
134.400,301835,59,49.173000,49.3778,0.9885,0.7626,0.9702,0.5424,0.6931
134.420,301855,59,49.173000,49.3608,0.9888,0.7737,0.9693,0.5441,0.6921
134.440,301875,59,49.173000,49.1848,0.9884,0.7597,0.9692,0.5444,0.6919
134.460,301895,59,49.173000,49.2199,0.9889,0.7604,0.9689,0.5449,0.6910
134.480,301915,59,49.173000,49.2017,0.9887,0.7697,0.9686,0.5464,0.6906
134.500,301935,59,49.173000,49.1666,0.9885,0.7707,0.9682,0.5478,0.6898
134.520,301955,59,49.173000,49.1908,0.9886,0.7573,0.9679,0.5471,0.6898
134.540,301975,59,49.173000,49.1908,0.9882,0.7661,0.9675,0.5488,0.6885
134.560,301995,59,49.173000,49.1799,0.9863,0.7721,0.9667,0.5494,0.6868
134.580,302015,59,49.173000,49.1848,0.9845,0.7609,0.9617,0.5495,0.6819
134.600,302035,59,49.173000,49.1848,0.9805,0.7617,0.9563,0.5511,0.6776
134.620,302055,59,49.173000,49.1606,0.9745,0.7723,0.9509,0.5505,0.6727
134.640,302075,59,49.173000,49.1606,0.9675,0.7735,0.9417,0.5503,0.6665
134.660,302095,59,49.173000,49.2162,0.9619,0.7651,0.9347,0.5508,0.6597
134.680,302115,59,49.173000,49.1316,0.9563,0.7739,0.9283,0.5500,0.6532
134.700,302135,59,49.173000,49.1425,0.9469,0.7797,0.9212,0.5488,0.6463
134.720,302155,59,49.173000,49.2550,0.9402,0.7755,0.9129,0.5487,0.6400
134.740,302175,59,49.173000,49.1051,0.9333,0.7743,0.9025,0.5478,0.6324
134.760,302195,59,49.173000,49.1135,0.9235,0.7797,0.8948,0.5471,0.6256
134.780,302215,59,49.173000,49.1135,0.9162,0.7816,0.8862,0.5470,0.6191
134.800,302235,59,49.173000,49.0509,0.9093,0.7711,0.8771,0.5453,0.6135
134.820,302255,59,49.173000,49.1135,0.9034,0.7769,0.8698,0.5434,0.6073
134.840,302275,59,49.173000,49.3024,0.8982,0.7766,0.8645,0.5428,0.6028
134.860,302295,59,49.173000,49.1087,0.8917,0.7736,0.8590,0.5426,0.5970
134.880,302315,59,49.173000,49.1087,0.8884,0.7692,0.8538,0.5403,0.5935
134.900,302335,59,49.173000,49.4022,0.8848,0.7699,0.8490,0.5401,0.5893
134.920,302355,59,49.173000,49.3060,0.8786,0.7756,0.8453,0.5402,0.5862
134.940,302375,59,49.173000,49.2817,0.8754,0.7686,0.8412,0.5402,0.5844
134.960,302395,59,49.173000,49.1787,0.8728,0.7693,0.8352,0.5398,0.5824
134.980,302415,59,49.173000,49.2041,0.8706,0.7683,0.8345,0.5395,0.5816
135.000,302435,60,49.151000,49.1799,0.8688,0.7710,0.8335,0.5406,0.5812
135.020,302455,60,49.151000,49.1799,0.8688,0.7629,0.8319,0.5415,0.5830
135.040,302475,60,49.151000,49.2029,0.8690,0.7652,0.8324,0.5413,0.5836
135.060,302495,60,49.151000,49.1799,0.8703,0.7665,0.8348,0.5415,0.5859
135.080,302515,60,49.151000,49.1618,0.8715,0.7579,0.8372,0.5426,0.5888
135.100,302535,60,49.151000,49.2235,0.8759,0.7593,0.8400,0.5435,0.5922
135.120,302555,60,49.151000,49.1437,0.8794,0.7617,0.8466,0.5450,0.5967
135.140,302575,60,49.151000,49.1388,0.8840,0.7596,0.8525,0.5464,0.6017
135.160,302595,60,49.151000,49.2090,0.8881,0.7599,0.8575,0.5475,0.6066
135.180,302615,60,49.151000,49.1690,0.8970,0.7644,0.8655,0.5482,0.6132
135.200,302635,60,49.151000,49.1437,0.9032,0.7638,0.8753,0.5482,0.6205
135.220,302655,60,49.151000,49.2174,0.9083,0.7712,0.8819,0.5488,0.6267
135.240,302675,60,49.151000,49.1775,0.9166,0.7683,0.8879,0.5493,0.6333
135.260,302695,60,49.151000,49.1171,0.9222,0.7680,0.8942,0.5495,0.6405
135.280,302715,60,49.151000,49.1509,0.9286,0.7713,0.9058,0.5497,0.6477
135.300,302735,60,49.151000,49.0798,0.9353,0.7736,0.9129,0.5503,0.6557
135.320,302755,60,49.151000,49.1147,0.9444,0.7756,0.9203,0.5488,0.6614
135.340,302775,60,49.151000,49.2053,0.9533,0.7702,0.9312,0.5485,0.6694
135.360,302795,60,49.151000,49.3523,0.9601,0.7765,0.9412,0.5480,0.6760
135.380,302815,60,49.151000,49.3267,0.9667,0.7724,0.9481,0.5471,0.6818
135.400,302835,60,49.151000,49.3510,0.9764,0.7733,0.9538,0.5467,0.6877
135.420,302855,60,49.151000,49.3510,0.9804,0.7735,0.9616,0.5459,0.6919
135.440,302875,60,49.151000,49.3340,0.9837,0.7813,0.9661,0.5453,0.6951
135.460,302895,60,49.151000,49.2417,0.9873,0.7755,0.9698,0.5438,0.6977
135.480,302915,60,49.151000,49.2053,0.9883,0.7715,0.9725,0.5439,0.6974
135.500,302935,60,49.151000,49.1908,0.9883,0.7800,0.9729,0.5432,0.6982
135.520,302955,60,49.151000,49.2053,0.9883,0.7803,0.9725,0.5429,0.6968
135.540,302975,60,49.151000,49.2053,0.9885,0.7704,0.9721,0.5416,0.6956
135.560,302995,60,49.151000,49.2065,0.9883,0.7713,0.9718,0.5408,0.6955
135.580,303015,60,49.151000,49.2065,0.9886,0.7760,0.9709,0.5411,0.6949
135.600,303035,60,49.151000,49.1884,0.9884,0.7642,0.9710,0.5416,0.6948
135.620,303055,60,49.151000,49.1896,0.9886,0.7638,0.9708,0.5415,0.6945
135.640,303075,60,49.151000,49.1690,0.9888,0.7697,0.9702,0.5422,0.6931
135.660,303095,60,49.151000,49.1618,0.9885,0.7685,0.9698,0.5423,0.6930
135.680,303115,60,49.151000,49.2162,0.9888,0.7568,0.9697,0.5432,0.6922
135.700,303135,60,49.151000,49.1558,0.9883,0.7616,0.9693,0.5439,0.6922
135.720,303155,60,49.151000,49.1739,0.9885,0.7700,0.9685,0.5452,0.6910
135.740,303175,60,49.151000,49.2308,0.9880,0.7645,0.9685,0.5460,0.6909
135.760,303195,60,49.151000,49.1340,0.9881,0.7608,0.9681,0.5469,0.6905
135.780,303215,60,49.151000,49.1123,0.9886,0.7678,0.9682,0.5475,0.6901
135.800,303235,60,49.151000,49.2502,0.9884,0.7719,0.9673,0.5482,0.6896
135.820,303255,60,49.151000,49.0954,0.9880,0.7592,0.9671,0.5490,0.6881
135.840,303275,60,49.151000,49.1159,0.9855,0.7646,0.9650,0.5495,0.6856
135.860,303295,60,49.151000,49.3255,0.9827,0.7719,0.9610,0.5497,0.6802
135.880,303315,60,49.151000,49.3157,0.9785,0.7676,0.9526,0.5507,0.6759
135.900,303335,60,49.151000,49.2477,0.9725,0.7630,0.9464,0.5503,0.6695
135.920,303355,60,49.151000,49.3852,0.9659,0.7716,0.9404,0.5505,0.6635
135.940,303375,60,49.151000,49.3559,0.9585,0.7784,0.9323,0.5503,0.6572
135.960,303395,60,49.151000,49.2187,0.9528,0.7697,0.9249,0.5488,0.6512
135.980,303415,60,49.151000,49.2429,0.9466,0.7743,0.9174,0.5494,0.6433
136.000,303435,61,49.136000,49.1993,0.9362,0.7808,0.9089,0.5479,0.6357
136.020,303455,61,49.136000,49.1799,0.9288,0.7791,0.9012,0.5472,0.6299
136.040,303475,61,49.136000,49.1981,0.9218,0.7728,0.8897,0.5466,0.6231
136.060,303495,61,49.136000,49.2126,0.9143,0.7802,0.8831,0.5458,0.6167
136.080,303515,61,49.136000,49.1618,0.9072,0.7806,0.8761,0.5448,0.6109
136.100,303535,61,49.136000,49.1256,0.9001,0.7706,0.8673,0.5433,0.6056
136.120,303555,61,49.136000,49.2320,0.8963,0.7718,0.8617,0.5426,0.6004
136.140,303575,61,49.136000,49.2320,0.8923,0.7744,0.8573,0.5417,0.5961
136.160,303595,61,49.136000,49.1400,0.8856,0.7725,0.8532,0.5406,0.5920
