iso_time,monotonic_s,frame_count,replay_index,f_target_hz,Va_rms,Vb_rms,Vc_rms,Ib_rms,Ic_rms,f_Va,f_Vb,f_Vc,THD_Va,THD_Vb,THD_Vc,Ph_VbIb,Ph_VcIc,Pb,Qb,Sb,PFb,Pc,Qc,Sc,PFc,FREQ_alarm,UV_alarm,THD_alarm,dnp3_bytes
2026-07-14T16:44:48.633+00:00,56.545,1027,56,49.2250,0.9367,0.7830,0.8401,0.56440,0.57510,49.9888,49.6450,50.0025,8.714,1.601,14.782,38.808,38.718,0.31550,0.25380,0.40490,0.7793,0.27810,0.22290,0.35640,0.7802,0,0,1,147
2026-07-14T16:44:49.593+00:00,57.505,1028,57,49.2050,0.8180,0.7942,0.6719,0.55450,0.44540,49.9975,48.6784,50.0013,11.650,1.919,7.990,29.628,48.420,0.37440,0.21290,0.43070,0.8693,0.33500,0.37750,0.50470,0.6637,1,0,1,147
2026-07-14T16:44:50.533+00:00,58.445,1029,58,49.1970,0.9369,0.7377,0.7934,0.53550,0.52040,49.9975,48.6879,50.0000,23.605,1.709,16.290,38.736,38.718,0.32560,0.26120,0.41740,0.7800,0.37440,0.30010,0.47980,0.7802,1,0,1,147
2026-07-14T16:44:51.473+00:00,59.385,1030,59,49.1730,0.9842,0.7825,0.8596,0.56100,0.59890,49.9950,49.2732,50.0000,17.526,1.746,23.594,38.952,38.736,0.33290,0.26910,0.42800,0.7777,0.25440,0.20410,0.32620,0.7800,1,0,1,147
2026-07-14T16:44:52.434+00:00,60.346,1031,60,49.1510,0.8608,0.7505,0.7402,0.53780,0.52210,49.9925,49.2247,50.0150,7.487,1.641,11.529,38.772,38.736,0.32130,0.25810,0.41210,0.7796,0.29490,0.23650,0.37800,0.7800,1,0,1,147
2026-07-14T16:44:53.395+00:00,61.307,1032,61,49.1360,0.8275,0.7700,0.6778,0.56090,0.44520,49.9975,48.9356,49.9963,11.788,1.781,7.945,39.258,38.736,0.34210,0.27950,0.44180,0.7743,0.39400,0.31610,0.50510,0.7800,1,0,1,147
2026-07-14T16:44:54.354+00:00,62.266,1033,62,49.1310,0.9224,0.7715,0.7637,0.54470,0.49820,49.9950,48.7519,49.9987,20.775,1.846,10.977,39.114,48.420,0.31730,0.25800,0.40890,0.7759,0.34440,0.38820,0.51900,0.6637,1,0,1,147
2026-07-14T16:44:55.294+00:00,63.206,1034,63,49.1260,0.9862,0.7745,0.8486,0.54070,0.57500,49.9825,49.1183,49.9775,23.676,1.823,19.523,38.736,38.754,0.33010,0.26480,0.42320,0.7800,0.34920,0.28030,0.44780,0.7798,1,0,1,147
2026-07-14T16:44:56.235+00:00,64.147,1035,64,49.1410,0.9773,0.7907,0.8583,0.56470,0.59950,50.0000,48.7234,49.9913,18.609,1.736,24.963,38.916,38.898,0.34350,0.27730,0.44150,0.7781,0.26840,0.21660,0.34490,0.7783,1,0,1,147
2026-07-14T16:44:57.175+00:00,65.087,1036,65,49.1410,0.8884,0.7784,0.7831,0.55180,0.55820,50.0050,48.6713,49.9925,10.003,1.615,19.828,38.754,38.898,0.31670,0.25420,0.40610,0.7798,0.25040,0.20210,0.32180,0.7783,1,0,1,147
